COLLECTED_NAME,MASTER GENOTYPE ID
SD_20_07_26_C_CI M/223,G223
SD_20_07_27_C_CI M/230,G230
SD_20_07_28_C_CI M/234,G234
SD_20_1_1,SD_20_1_1
SD_20_1_2,SD_20_1_2
SD_20_2_1,SD_20_2_1
SD_20_2_2,SD_20_2_2
SD_20_3_1,SD_20_3_1
SD_20_3_2,SD_20_3_2
SD_20_4_1,SD_20_4_1
SD_20_4_2,SD_20_4_2
SD_20_5_1,SD_20_5_1
SD_20_5_2,SD_20_5_2
SD_20_6_1,SD_20_6_1
SD_20_6_2,SD_20_6_2
SD_20_7_1,SD_20_7_1
SD_20_7_2,SD_20_7_2
SD_20_1_1,SD_20_1_1
SD_20_1_2,SD_20_1_2
SD_20_2_1,SD_20_2_1
SD_20_2_2,SD_20_2_2
SD_20_3_1,SD_20_3_1
SD_20_3_2,SD_20_3_2
SD_20_4_1,SD_20_4_1
SD_20_4_2,SD_20_4_2
SD_20_5_1,SD_20_5_1
SD_20_5_2,SD_20_5_2
SD_20_6_1,SD_20_6_1
SD_20_6_2,SD_20_6_2
SD_20_7_1,SD_20_7_1
SD_20_7_2,SD_20_7_2
NY_20_06_01_A_1_O,E001
NY_20_06_02_A_1_O,E002
NY_20_06_03_A_1_O,E003
NY_20_06_04_A_1_O,E004
NY_20_06_05_A_1_O,E005
NY_20_06_06_A_1_O,E006
NY_20_06_07_A_1_O,E007
NY_20_06_08_A_1_O,E008
NY_20_06_09_A_1_O,E009
NY_20_06_10_A_1_O,E010
NY_20_06_11_A_1_O,E011
NY_20_06_12_A_1_O,E012
NY_20_06_13_A_1_O,E013
NY_20_06_14_A_1_O,E014
NY_20_06_15_A_1_O,E015
NY_20_06_16_A_1_O,E016
NY_20_06_17_A_1_O,E017
NY_20_06_18_A_1_O,E019
NY_20_06_19_A_1_O,E020
NY_20_06_20_A_1_O,E022
NY_20_06_21_A_1_O,E023
NY_20_06_22_A_1_O,E024
NY_20_06_23_A_1_O,E025
NY_20_06_24_A_1_O,E026
NY_20_06_25_A_1_O,E027
NY_20_06_26_A_1_O,E028
NY_20_06_27_A_1_O,E029
NY_20_06_28_A_1_O,E030
NY_20_06_29_A_1_O,E031
NY_20_06_30_A_1_O,E032
NY_20_06_31_A_1_O,E033
NY_20_06_32_A_1_O,E034
NY_20_06_33_A_1_O,E035
NY_20_06_34_A_1_O,E036
NY_20_05_01_A_1_O,E088
NY_20_05_02_A_1_O,E089
NY_20_05_03_A_1_O,E090
NY_20_05_04_A_1_O,E091
NY_20_05_05_A_1_O,E092
NY_20_05_06_A_1_O,E093
NY_20_05_07_A_1_O,E094
NY_20_05_08_A_1_O,E095
NY_20_05_09_A_1_O,E096
NY_20_05_10_A_1_O,E097
NY_20_05_11_A_1_O,E098
NY_20_05_12_A_1_O,E099
NY_20_05_13_A_1_O,E100
NY_20_05_14_A_1_O,E101
NY_20_05_15_A_1_O,E102
NY_20_05_16_A_1_O,E103
NY_20_05_17_A_1_O,E104
NY_20_05_18_A_1_O,E105
NY_20_05_19_A_1_O,E106
NY_20_05_20_A_1_O,E107
NY_20_05_21_A_1_O,E108
NY_20_05_22_A_1_O,E109
NY_20_05_23_A_1_O,E110
NY_20_05_24_A_1_O,E112
NY_20_05_25_A_1_O,E113
NY_20_05_26_A_1_O,E114
NY_20_05_27_A_1_O,E115
NY_20_05_28_A_1_O,E116
NY_20_05_29_A_1_O,E117
NY_20_05_30_A_1_O,E118
NY_20_05_31_A_1_O,E119
NY_20_05_32_A_1_O,E120
NY_20_05_33_A_1_O,E121
NY_20_05_34_A_1_O,E122
NY_20_05_35_A_1_O,E123
NY_20_05_36_A_1_O,E124
NY_20_05_37_A_1_O,E125
NY_20_05_38_A_1_O,E126
NY_20_05_39_A_1_O,E127
NY_20_05_40_A_1_O,E128
NY_20_05_41_A_1_O,E129
NY_20_05_42_A_1_O,E130
NY_20_05_43_A_1_O,E131
NY_20_05_44_A_1_O,E132
NY_20_05_45_A_1_O,E133
NY_20_05_46_A_1_O,E134
NY_20_05_47_A_1_O,E135
NY_20_05_48_A_1_O,E136
NY_20_05_49_A_1_O,E137
NY_20_05_51_A_1_O,E139
NY_20_05_52_A_1_O,E140
NY_20_05_53_A_1_O,E141
NY_20_05_54_A_1_O,E143
NY_20_05_55_A_1_O,E144
NY_20_05_56_A_1_O,E145
NY_20_05_57_A_1_O,E146
NY_20_05_58_A_1_O,E147
NY_20_05_59_A_1_O,E148
NY_20_05_60_A_1_O,E149
NY_20_05_61_A_1_O,E150
NY_20_05_62_A_1_O,E151
NY_20_05_63_A_1_O,E152
NY_20_05_64_A_1_O,E153
NY_20_05_65_A_1_O,E154
NY_20_05_66_A_1_O,E155
NY_20_05_67_A_1_O,E156
NY_20_05_68_A_1_O,E157
NY_20_05_69_A_1_O,E158
NY_20_05_70_A_1_O,E159
NY_20_05_71_A_1_O,E160
NY_20_05_72_A_1_O,E161
NY_20_05_73_A_1_O,E162
NY_20_05_74_A_1_O,E163
NY_20_05_75_A_1_O,E164
NY_20_05_76_A_1_O,E165
NY_20_05_77_A_1_O,E166
NY_20_05_78_A_1_O,E167
NY_20_05_79_A_1_O,E168
NY_20_05_80_A_1_O,E169
NY_20_05_81_A_1_O,E170
NY_20_05_82_A_1_O,E172
NY_20_04_01_A_1_O,E173
NY_20_04_02_A_1_O,E174
NY_20_04_03_A_1_O,E175
NY_20_04_04_A_1_O,E176
NY_20_04_05_A_1_O,E177
NY_20_04_06_A_1_O,E178
NY_20_04_07_A_1_O,E179
NY_20_04_08_A_1_O,E180
NY_20_04_09_A_1_O,E181
NY_20_04_10_A_1_O,E182
NY_20_04_11_A_1_O,E183
NY_20_04_12_A_1_O,E184
NY_20_04_13_A_1_O,E185
NY_20_04_14_A_1_O,E186
NY_20_04_15_A_1_O,E187
NY_20_04_16_A_1_O,E188
NY_20_04_17_A_1_O,E189
NY_20_04_18_A_1_O,E190
NY_20_04_19_A_1_O,E191
NY_20_04_20_A_1_O,E192
NY_20_04_21_A_1_O,E193
NY_20_04_22_A_1_O,E194
NY_20_04_23_A_1_O,E195
NY_20_04_24_A_1_O,E196
NY_20_04_25_A_1_O,E197
NY_20_04_26_A_1_O,E198
NY_20_04_27_A_1_O,E199
NY_20_04_28_A_1_O,E200
NY_20_04_29_A_1_O,E201
NY_20_04_30_A_1_O,E202
NY_20_04_31_A_1_O,E203
NY_20_04_32_A_1_O,E204
NY_20_04_33_A_1_O,E205
NY_20_04_34_A_1_O,E206
NY_20_04_35_A_1_O,E207
NY_20_04_36_A_1_O,E208
NY_20_04_37_A_1_O,E209
NY_20_04_38_A_1_O,E210
NY_20_04_39_A_1_O,E211
NY_20_04_40_A_1_O,E212
NY_20_04_41_A_1_O,E213
NY_20_04_42_A_1_O,E214
NY_20_04_43_A_1_O,E215
NY_20_04_44_A_1_O,E217
NY_20_04_45_A_1_O,E218
NY_20_04_46_A_1_O,E219
NY_20_04_47_A_1_O,E220
NY_20_04_48_A_1_O,E221
NY_20_04_49_A_1_O,E222
NY_20_04_50_A_1_O,E223
NY_20_04_51_A_1_O,E224
NY_20_04_52_A_1_O,E225
NY_20_04_53_A_1_O,E226
NY_20_04_54_A_1_O,E227
NY_20_04_55_A_1_O,E230
NY_20_04_56_A_1_O,E231
NY_20_04_57_A_1_O,E233
NY_20_04_58_A_1_O,E234
NY_20_06_35_A_1_O,E037
NY_20_06_36_A_1_O,E038
NY_20_06_37_A_1_O,E041
NY_20_06_38_A_1_O,E039
NY_20_06_39_A_1_O,E042
NY_20_06_40_A_1_O,E043
NY_20_06_41_A_1_O,E044
NY_20_06_42_A_1_O,E045
NY_20_06_43_A_1_O,E046
NY_20_06_44_A_1_O,E047
NY_20_06_45_A_1_O,E048
NY_20_06_46_A_1_O,E049
NY_20_06_47_A_1_O,E050
NY_20_06_48_A_1_O,E051
NY_20_06_49_A_1_O,E052
NY_20_06_50_A_1_O,E053
NY_20_06_51_A_1_O,E054
NY_20_06_52_A_1_O,E055
NY_20_06_53_A_1_O,E056
NY_20_06_54_A_1_O,E057
NY_20_06_55_A_1_O,E058
NY_20_06_56_A_1_O,E059
NY_20_06_57_A_1_O,E060
NY_20_06_58_A_1_O,E061
NY_20_06_59_A_1_O,E062
NY_20_06_60_A_1_O,E063
NY_20_06_61_A_1_O,E064
NY_20_06_62_A_1_O,E065
NY_20_06_63_A_1_O,E067
NY_20_06_64_A_1_O,E068
NY_20_06_65_A_1_O,E069
NY_20_06_66_A_1_O,E070
NY_20_06_67_A_1_O,E071
NY_20_06_68_A_1_O,E072
NY_20_06_69_A_1_O,E073
NY_20_06_70_A_1_O,E074
NY_20_06_71_A_1_O,E075
NY_20_06_72_A_1_O,E076
NY_20_06_73_A_1_O,E077
NY_20_06_74_A_1_O,E078
NY_20_06_75_A_1_O,E079
NY_20_06_76_A_1_O,E080
NY_20_06_77_A_1_O,E082
NY_20_06_78_A_1_O,E083
NY_20_06_79_A_1_O,E084
NY_20_06_80_A_1_O,E085
NY_20_06_81_A_1_O,E086
NY_20_06_82_A_1_O,E087
NY_20_03_17_A_1_O,G4
NY_20_03_18_A_1_O,G7
NY_20_03_19_A_1_O,G8
NY_20_03_20_A_1_O,G9
NY_20_03_21_A_1_O,G11
NY_20_03_22_A_1_O,G12
NY_20_03_24_A_1_O,G17
NY_20_03_25_A_1_O,G19
NY_20_03_26_A_1_O,G20
NY_20_03_27_A_1_O,G225
NY_20_03_28_A_1_O,G31
NY_20_03_29_A_1_O,G36
NY_20_03_30_A_1_O,G43
NY_20_03_31_A_1_O,G45
NY_20_03_32_A_1_O,G48
NY_20_03_33_A_1_O,G51
NY_20_03_34_A_1_O,G53
NY_20_03_35_A_1_O,G54
NY_20_03_36_A_1_O,G55
NY_20_03_38_A_1_O,G59
NY_20_03_39_A_1_O,G61
NY_20_03_40_A_1_O,G64
NY_20_03_41_A_1_O,G69
NY_20_03_45_A_1_O,G78
NY_20_03_46_A_1_O,G83
NY_20_03_47_A_1_O,G87
NY_20_03_48_A_1_O,G88
NY_20_03_49_A_1_O,G89
NY_20_03_50_A_1_O,G90
NY_20_03_51_A_1_O,G91
NY_20_03_52_A_1_O,G95
NY_20_03_53_A_1_O,G100
NY_20_03_54_A_1_O,G105
NY_20_03_55_A_1_O,G113
NY_20_03_56_A_1_O,G114
NY_20_03_58_A_1_O,G118
NY_20_03_59_A_1_O,G123
NY_20_03_64_A_1_O,G134
NY_20_03_70_A_1_O,G153
NY_20_03_75_A_1_O,G163
NY_20_03_76_A_1_O,G165
NY_20_03_77_A_1_O,G174
NY_20_03_80_A_1_O,G181
NY_20_03_81_A_1_O,G185
NY_20_03_82_A_1_O,G191
NY_20_02_01_A_1_O,G192
NY_20_02_02_A_1_O,G194
NY_20_02_03_A_1_O,G198
NY_20_02_04_A_1_O,G201
NY_20_02_05_A_1_O,G204
NY_20_02_06_A_1_O,G206
NY_20_02_07_A_1_O,G207
NY_20_02_08_A_1_O,G209
NY_20_02_09_A_1_O,G210
NY_20_02_10_A_1_O,G211
NY_20_02_11_A_1_O,G212
NY_20_02_12_A_1_O,G213
NY_20_02_13_A_1_O,G215
NY_20_02_14_A_1_O,G217
NY_20_02_15_A_1_O,G219
NY_20_02_16_A_1_O,G220
NY_20_02_17_A_1_O,G223
NY_20_02_18_A_1_O,G230
NY_20_02_19_A_1_O,G234
NY_20_02_20_A_1_O,G182
NY_20_02_21_A_1_O,G199
NY_20_02_22_A_1_O,GUNK1
NY_20_02_23_A_1_O,GUNK2
NY_20_02_24_A_1_O,GUNK3
NY_20_06_01_A_1_M,E001
NY_20_06_02_A_1_M,E002
NY_20_06_03_A_1_M,E003
NY_20_06_04_A_1_M,E004
NY_20_06_05_A_1_M,E005
NY_20_06_06_A_1_M,E006
NY_20_06_07_A_1_M,E007
NY_20_06_08_A_1_M,E008
NY_20_06_09_A_1_M,E009
NY_20_06_10_A_1_M,E010
NY_20_06_11_A_1_M,E011
NY_20_06_12_A_1_M,E012
NY_20_06_13_A_1_M,E013
NY_20_06_14_A_1_M,E014
NY_20_06_15_A_1_M,E015
NY_20_06_16_A_1_M,E016
NY_20_06_17_A_1_M,E017
NY_20_06_18_A_1_M,E019
NY_20_06_19_A_1_M,E020
NY_20_06_20_A_1_M,E022
NY_20_06_21_A_1_M,E023
NY_20_06_22_A_1_M,E024
NY_20_06_23_A_1_M,E025
NY_20_06_24_A_1_M,E026
NY_20_06_25_A_1_M,E027
NY_20_06_26_A_1_M,E028
NY_20_06_27_A_1_M,E029
NY_20_06_28_A_1_M,E030
NY_20_06_29_A_1_M,E031
NY_20_06_30_A_1_M,E032
NY_20_06_31_A_1_M,E033
NY_20_06_32_A_1_M,E034
NY_20_06_33_A_1_M,E035
NY_20_06_34_A_1_M,E036
NY_20_05_01_A_1_M,E088
NY_20_05_02_A_1_M,E089
NY_20_05_03_A_1_M,E090
NY_20_05_04_A_1_M,E091
NY_20_05_05_A_1_M,E092
NY_20_05_06_A_1_M,E093
NY_20_05_07_A_1_M,E094
NY_20_05_08_A_1_M,E095
NY_20_05_09_A_1_M,E096
NY_20_05_10_A_1_M,E097
NY_20_05_11_A_1_M,E098
NY_20_05_12_A_1_M,E099
NY_20_05_13_A_1_M,E100
NY_20_05_14_A_1_M,E101
NY_20_05_15_A_1_M,E102
NY_20_05_16_A_1_M,E103
NY_20_05_17_A_1_M,E104
NY_20_05_18_A_1_M,E105
NY_20_05_19_A_1_M,E106
NY_20_05_20_A_1_M,E107
NY_20_05_21_A_1_M,E108
NY_20_05_22_A_1_M,E109
NY_20_05_23_A_1_M,E110
NY_20_05_24_A_1_M,E112
NY_20_05_25_A_1_M,E113
NY_20_05_26_A_1_M,E114
NY_20_05_27_A_1_M,E115
NY_20_05_28_A_1_M,E116
NY_20_05_29_A_1_M,E117
NY_20_05_30_A_1_M,E118
NY_20_05_31_A_1_M,E119
NY_20_05_32_A_1_M,E120
NY_20_05_33_A_1_M,E121
NY_20_05_34_A_1_M,E122
NY_20_05_35_A_1_M,E123
NY_20_05_36_A_1_M,E124
NY_20_05_37_A_1_M,E125
NY_20_05_38_A_1_M,E126
NY_20_05_39_A_1_M,E127
NY_20_05_40_A_1_M,E128
NY_20_05_41_A_1_M,E129
NY_20_05_42_A_1_M,E130
NY_20_05_43_A_1_M,E131
NY_20_05_44_A_1_M,E132
NY_20_05_45_A_1_M,E133
NY_20_05_46_A_1_M,E134
NY_20_05_47_A_1_M,E135
NY_20_05_48_A_1_M,E136
NY_20_05_49_A_1_M,E137
NY_20_05_51_A_1_M,E139
NY_20_05_52_A_1_M,E140
NY_20_05_53_A_1_M,E141
NY_20_05_54_A_1_M,E143
NY_20_05_55_A_1_M,E144
NY_20_05_56_A_1_M,E145
NY_20_05_57_A_1_M,E146
NY_20_05_58_A_1_M,E147
NY_20_05_59_A_1_M,E148
NY_20_05_60_A_1_M,E149
NY_20_05_61_A_1_M,E150
NY_20_05_62_A_1_M,E151
NY_20_05_63_A_1_M,E152
NY_20_05_64_A_1_M,E153
NY_20_05_65_A_1_M,E154
NY_20_05_66_A_1_M,E155
NY_20_05_67_A_1_M,E156
NY_20_05_68_A_1_M,E157
NY_20_05_69_A_1_M,E158
NY_20_05_70_A_1_M,E159
NY_20_05_71_A_1_M,E160
NY_20_05_72_A_1_M,E161
NY_20_05_73_A_1_M,E162
NY_20_05_74_A_1_M,E163
NY_20_05_75_A_1_M,E164
NY_20_05_76_A_1_M,E165
NY_20_05_77_A_1_M,E166
NY_20_05_78_A_1_M,E167
NY_20_05_79_A_1_M,E168
NY_20_05_80_A_1_M,E169
NY_20_05_81_A_1_M,E170
NY_20_05_82_A_1_M,E172
NY_20_04_01_A_1_M,E173
NY_20_04_02_A_1_M,E174
NY_20_04_03_A_1_M,E175
NY_20_04_04_A_1_M,E176
NY_20_04_05_A_1_M,E177
NY_20_04_06_A_1_M,E178
NY_20_04_07_A_1_M,E179
NY_20_04_08_A_1_M,E180
NY_20_04_09_A_1_M,E181
NY_20_04_10_A_1_M,E182
NY_20_04_11_A_1_M,E183
NY_20_04_12_A_1_M,E184
NY_20_04_13_A_1_M,E185
NY_20_04_14_A_1_M,E186
NY_20_04_15_A_1_M,E187
NY_20_04_16_A_1_M,E188
NY_20_04_17_A_1_M,E189
NY_20_04_18_A_1_M,E190
NY_20_04_19_A_1_M,E191
NY_20_04_20_A_1_M,E192
NY_20_04_21_A_1_M,E193
NY_20_04_22_A_1_M,E194
NY_20_04_23_A_1_M,E195
NY_20_04_24_A_1_M,E196
NY_20_04_25_A_1_M,E197
NY_20_04_26_A_1_M,E198
NY_20_04_27_A_1_M,E199
NY_20_04_28_A_1_M,E200
NY_20_04_29_A_1_M,E201
NY_20_04_30_A_1_M,E202
NY_20_04_31_A_1_M,E203
NY_20_04_32_A_1_M,E204
NY_20_04_33_A_1_M,E205
NY_20_04_34_A_1_M,E206
NY_20_04_35_A_1_M,E207
NY_20_04_36_A_1_M,E208
NY_20_04_37_A_1_M,E209
NY_20_04_38_A_1_M,E210
NY_20_04_39_A_1_M,E211
NY_20_04_40_A_1_M,E212
NY_20_04_41_A_1_M,E213
NY_20_04_42_A_1_M,E214
NY_20_04_43_A_1_M,E215
NY_20_04_44_A_1_M,E217
NY_20_04_45_A_1_M,E218
NY_20_04_46_A_1_M,E219
NY_20_04_47_A_1_M,E220
NY_20_04_48_A_1_M,E221
NY_20_04_49_A_1_M,E222
NY_20_04_50_A_1_M,E223
NY_20_04_51_A_1_M,E224
NY_20_04_52_A_1_M,E225
NY_20_04_53_A_1_M,E226
NY_20_04_54_A_1_M,E227
NY_20_04_55_A_1_M,E230
NY_20_04_56_A_1_M,E231
NY_20_04_57_A_1_M,E233
NY_20_04_58_A_1_M,E234
NY_20_06_35_A_1_M,E037
NY_20_06_36_A_1_M,E038
NY_20_06_37_A_1_M,E041
NY_20_06_38_A_1_M,E039
NY_20_06_39_A_1_M,E042
NY_20_06_40_A_1_M,E043
NY_20_06_41_A_1_M,E044
NY_20_06_42_A_1_M,E045
NY_20_06_43_A_1_M,E046
NY_20_06_44_A_1_M,E047
NY_20_06_45_A_1_M,E048
NY_20_06_46_A_1_M,E049
NY_20_06_47_A_1_M,E050
NY_20_06_48_A_1_M,E051
NY_20_06_49_A_1_M,E052
NY_20_06_50_A_1_M,E053
NY_20_06_51_A_1_M,E054
NY_20_06_52_A_1_M,E055
NY_20_06_53_A_1_M,E056
NY_20_06_54_A_1_M,E057
NY_20_06_55_A_1_M,E058
NY_20_06_56_A_1_M,E059
NY_20_06_57_A_1_M,E060
NY_20_06_58_A_1_M,E061
NY_20_06_59_A_1_M,E062
NY_20_06_60_A_1_M,E063
NY_20_06_61_A_1_M,E064
NY_20_06_62_A_1_M,E065
NY_20_06_63_A_1_M,E067
NY_20_06_64_A_1_M,E068
NY_20_06_65_A_1_M,E069
NY_20_06_66_A_1_M,E070
NY_20_06_67_A_1_M,E071
NY_20_06_68_A_1_M,E072
NY_20_06_69_A_1_M,E073
NY_20_06_70_A_1_M,E074
NY_20_06_71_A_1_M,E075
NY_20_06_72_A_1_M,E076
NY_20_06_73_A_1_M,E077
NY_20_06_74_A_1_M,E078
NY_20_06_75_A_1_M,E079
NY_20_06_76_A_1_M,E080
NY_20_06_77_A_1_M,E082
NY_20_06_78_A_1_M,E083
NY_20_06_79_A_1_M,E084
NY_20_06_80_A_1_M,E085
NY_20_06_81_A_1_M,E086
NY_20_06_82_A_1_M,E087
NY_20_03_17_A_1_M,G4
NY_20_03_18_A_1_M,G7
NY_20_03_19_A_1_M,G8
NY_20_03_20_A_1_M,G9
NY_20_03_21_A_1_M,G11
NY_20_03_22_A_1_M,G12
NY_20_03_24_A_1_M,G17
NY_20_03_25_A_1_M,G19
NY_20_03_26_A_1_M,G20
NY_20_03_27_A_1_M,G225
NY_20_03_28_A_1_M,G31
NY_20_03_29_A_1_M,G36
NY_20_03_30_A_1_M,G43
NY_20_03_31_A_1_M,G45
NY_20_03_32_A_1_M,G48
NY_20_03_33_A_1_M,G51
NY_20_03_34_A_1_M,G53
NY_20_03_35_A_1_M,G54
NY_20_03_36_A_1_M,G55
NY_20_03_38_A_1_M,G59
NY_20_03_39_A_1_M,G61
NY_20_03_40_A_1_M,G64
NY_20_03_41_A_1_M,G69
NY_20_03_45_A_1_M,G78
NY_20_03_46_A_1_M,G83
NY_20_03_47_A_1_M,G87
NY_20_03_48_A_1_M,G88
NY_20_03_49_A_1_M,G89
NY_20_03_50_A_1_M,G90
NY_20_03_51_A_1_M,G91
NY_20_03_52_A_1_M,G95
NY_20_03_53_A_1_M,G100
NY_20_03_54_A_1_M,G105
NY_20_03_55_A_1_M,G113
NY_20_03_56_A_1_M,G114
NY_20_03_58_A_1_M,G118
NY_20_03_59_A_1_M,G123
NY_20_03_64_A_1_M,G134
NY_20_03_70_A_1_M,G153
NY_20_03_75_A_1_M,G163
NY_20_03_76_A_1_M,G165
NY_20_03_77_A_1_M,G174
NY_20_03_80_A_1_M,G181
NY_20_03_81_A_1_M,G185
NY_20_03_82_A_1_M,G191
NY_20_02_01_A_1_M,G192
NY_20_02_02_A_1_M,G194
NY_20_02_03_A_1_M,G198
NY_20_02_04_A_1_M,G201
NY_20_02_05_A_1_M,G204
NY_20_02_06_A_1_M,G206
NY_20_02_07_A_1_M,G207
NY_20_02_08_A_1_M,G209
NY_20_02_09_A_1_M,G210
NY_20_02_10_A_1_M,G211
NY_20_02_11_A_1_M,G212
NY_20_02_12_A_1_M,G213
NY_20_02_13_A_1_M,G215
NY_20_02_14_A_1_M,G217
NY_20_02_15_A_1_M,G219
NY_20_02_16_A_1_M,G220
NY_20_02_17_A_1_M,G223
NY_20_02_18_A_1_M,G230
NY_20_02_19_A_1_M,G234
NY_20_02_20_A_1_M,G182
NY_20_02_21_A_1_M,G199
NY_20_02_22_A_1_M,GUNK1
NY_20_02_23_A_1_M,GUNK2
NY_20_02_24_A_1_M,GUNK3
NY_20_06_01_A_1_Y,E001
NY_20_06_02_A_1_Y,E002
NY_20_06_03_A_1_Y,E003
NY_20_06_04_A_1_Y,E004
NY_20_06_05_A_1_Y,E005
NY_20_06_06_A_1_Y,E006
NY_20_06_07_A_1_Y,E007
NY_20_06_08_A_1_Y,E008
NY_20_06_09_A_1_Y,E009
NY_20_06_10_A_1_Y,E010
NY_20_06_11_A_1_Y,E011
NY_20_06_12_A_1_Y,E012
NY_20_06_13_A_1_Y,E013
NY_20_06_14_A_1_Y,E014
NY_20_06_15_A_1_Y,E015
NY_20_06_16_A_1_Y,E016
NY_20_06_17_A_1_Y,E017
NY_20_06_18_A_1_Y,E019
NY_20_06_19_A_1_Y,E020
NY_20_06_20_A_1_Y,E022
NY_20_06_21_A_1_Y,E023
NY_20_06_22_A_1_Y,E024
NY_20_06_23_A_1_Y,E025
NY_20_06_24_A_1_Y,E026
NY_20_06_25_A_1_Y,E027
NY_20_06_26_A_1_Y,E028
NY_20_06_27_A_1_Y,E029
NY_20_06_28_A_1_Y,E030
NY_20_06_29_A_1_Y,E031
NY_20_06_30_A_1_Y,E032
NY_20_06_31_A_1_Y,E033
NY_20_06_32_A_1_Y,E034
NY_20_06_33_A_1_Y,E035
NY_20_06_34_A_1_Y,E036
NY_20_05_01_A_1_Y,E088
NY_20_05_02_A_1_Y,E089
NY_20_05_03_A_1_Y,E090
NY_20_05_04_A_1_Y,E091
NY_20_05_05_A_1_Y,E092
NY_20_05_06_A_1_Y,E093
NY_20_05_07_A_1_Y,E094
NY_20_05_08_A_1_Y,E095
NY_20_05_09_A_1_Y,E096
NY_20_05_10_A_1_Y,E097
NY_20_05_11_A_1_Y,E098
NY_20_05_12_A_1_Y,E099
NY_20_05_13_A_1_Y,E100
NY_20_05_14_A_1_Y,E101
NY_20_05_15_A_1_Y,E102
NY_20_05_16_A_1_Y,E103
NY_20_05_17_A_1_Y,E104
NY_20_05_18_A_1_Y,E105
NY_20_05_19_A_1_Y,E106
NY_20_05_20_A_1_Y,E107
NY_20_05_21_A_1_Y,E108
NY_20_05_22_A_1_Y,E109
NY_20_05_23_A_1_Y,E110
NY_20_05_24_A_1_Y,E112
NY_20_05_25_A_1_Y,E113
NY_20_05_26_A_1_Y,E114
NY_20_05_27_A_1_Y,E115
NY_20_05_28_A_1_Y,E116
NY_20_05_29_A_1_Y,E117
NY_20_05_30_A_1_Y,E118
NY_20_05_31_A_1_Y,E119
NY_20_05_32_A_1_Y,E120
NY_20_05_33_A_1_Y,E121
NY_20_05_34_A_1_Y,E122
NY_20_05_35_A_1_Y,E123
NY_20_05_36_A_1_Y,E124
NY_20_05_37_A_1_Y,E125
NY_20_05_38_A_1_Y,E126
NY_20_05_39_A_1_Y,E127
NY_20_05_40_A_1_Y,E128
NY_20_05_41_A_1_Y,E129
NY_20_05_42_A_1_Y,E130
NY_20_05_43_A_1_Y,E131
NY_20_05_44_A_1_Y,E132
NY_20_05_45_A_1_Y,E133
NY_20_05_46_A_1_Y,E134
NY_20_05_47_A_1_Y,E135
NY_20_05_48_A_1_Y,E136
NY_20_05_49_A_1_Y,E137
NY_20_05_51_A_1_Y,E139
NY_20_05_52_A_1_Y,E140
NY_20_05_53_A_1_Y,E141
NY_20_05_54_A_1_Y,E143
NY_20_05_55_A_1_Y,E144
NY_20_05_56_A_1_Y,E145
NY_20_05_57_A_1_Y,E146
NY_20_05_58_A_1_Y,E147
NY_20_05_59_A_1_Y,E148
NY_20_05_60_A_1_Y,E149
NY_20_05_61_A_1_Y,E150
NY_20_05_62_A_1_Y,E151
NY_20_05_63_A_1_Y,E152
NY_20_05_64_A_1_Y,E153
NY_20_05_65_A_1_Y,E154
NY_20_05_66_A_1_Y,E155
NY_20_05_67_A_1_Y,E156
NY_20_05_68_A_1_Y,E157
NY_20_05_69_A_1_Y,E158
NY_20_05_70_A_1_Y,E159
NY_20_05_71_A_1_Y,E160
NY_20_05_72_A_1_Y,E161
NY_20_05_73_A_1_Y,E162
NY_20_05_74_A_1_Y,E163
NY_20_05_75_A_1_Y,E164
NY_20_05_76_A_1_Y,E165
NY_20_05_77_A_1_Y,E166
NY_20_05_78_A_1_Y,E167
NY_20_05_79_A_1_Y,E168
NY_20_05_80_A_1_Y,E169
NY_20_05_81_A_1_Y,E170
NY_20_05_82_A_1_Y,E172
NY_20_04_01_A_1_Y,E173
NY_20_04_02_A_1_Y,E174
NY_20_04_03_A_1_Y,E175
NY_20_04_04_A_1_Y,E176
NY_20_04_05_A_1_Y,E177
NY_20_04_06_A_1_Y,E178
NY_20_04_07_A_1_Y,E179
NY_20_04_08_A_1_Y,E180
NY_20_04_09_A_1_Y,E181
NY_20_04_10_A_1_Y,E182
NY_20_04_11_A_1_Y,E183
NY_20_04_12_A_1_Y,E184
NY_20_04_13_A_1_Y,E185
NY_20_04_14_A_1_Y,E186
NY_20_04_15_A_1_Y,E187
NY_20_04_16_A_1_Y,E188
NY_20_04_17_A_1_Y,E189
NY_20_04_18_A_1_Y,E190
NY_20_04_19_A_1_Y,E191
NY_20_04_20_A_1_Y,E192
NY_20_04_21_A_1_Y,E193
NY_20_04_22_A_1_Y,E194
NY_20_04_23_A_1_Y,E195
NY_20_04_24_A_1_Y,E196
NY_20_04_25_A_1_Y,E197
NY_20_04_26_A_1_Y,E198
NY_20_04_27_A_1_Y,E199
NY_20_04_28_A_1_Y,E200
NY_20_04_29_A_1_Y,E201
NY_20_04_30_A_1_Y,E202
NY_20_04_31_A_1_Y,E203
NY_20_04_32_A_1_Y,E204
NY_20_04_33_A_1_Y,E205
NY_20_04_34_A_1_Y,E206
NY_20_04_35_A_1_Y,E207
NY_20_04_36_A_1_Y,E208
NY_20_04_37_A_1_Y,E209
NY_20_04_38_A_1_Y,E210
NY_20_04_39_A_1_Y,E211
NY_20_04_40_A_1_Y,E212
